Jacory Croskey-Merritt (26259) [WAS],26259,Jacory Croskey-Merritt,WAS,44,
J.K. Dobbins (21674) [DEN],21674,J.K. Dobbins,DEN,45,
Tyler Allgeier (23250) [ARI],23250,Tyler Allgeier,ARI,46,
Jordan Mason (23364) [MIN],23364,Jordan Mason,MIN,47,
Kenneth Gainwell (22562) [TB],22562,Kenneth Gainwell,TB,48,
Jonathon Brooks (24944) [CAR],24944,Jonathon Brooks,CAR,49,
J'Mari Taylor (26736) [JAX],26736,J'Mari Taylor,JAX,50,
Aaron Jones Sr. (19045) [MIN],19045,Aaron Jones Sr.,MIN,51,
Tyrone Tracy Jr. (25092) [NYG],25092,Tyrone Tracy Jr.,NYG,52,
Keaton Mitchell (24214) [LAC],24214,Keaton Mitchell,LAC,53,
Demond Claiborne (26764) [MIN],26764,Demond Claiborne,MIN,54,
Seth McGowan (26942) [IND],26942,Seth McGowan,IND,55,
Jaylen Wright (24923) [MIA],24923,Jaylen Wright,MIA,56,
Trey Benson (24292) [ARI],24292,Trey Benson,ARI,57,
Desmond Reid (26836) [BUF],26836,Desmond Reid,BUF,58,
Woody Marks (25942) [HOU],25942,Woody Marks,HOU,59,
Kaelon Black (26981) [SF],26981,Kaelon Black,SF,60,
Kaleb Johnson (26040) [PIT],26040,Kaleb Johnson,PIT,61,
Brian Robinson Jr. (23190) [ATL],23190,Brian Robinson Jr.,ATL,62,
Braelon Allen (24934) [NYJ],24934,Braelon Allen,NYJ,63,
Tyjae Spears (24123) [TEN],24123,Tyjae Spears,TEN,64,
Kimani Vidal (25079) [LAC],25079,Kimani Vidal,LAC,65,
Ray Davis (24980) [BUF],24980,Ray Davis,BUF,66,
Sean Tucker (24194) [TB],24194,Sean Tucker,TB,67,
James Conner (18983) [ARI],18983,James Conner,ARI,68,
Isaiah Davis (25064) [NYJ],25064,Isaiah Davis,NYJ,69,
Jaydn Ott (25891) [KC],25891,Jaydn Ott,KC,70,
Devin Neal (25888) [NO],25888,Devin Neal,NO,71,
Ollie Gordon II (25953) [MIA],25953,Ollie Gordon II,MIA,72,
Alvin Kamara (18878) [NO],18878,Alvin Kamara,NO,73,
Terion Stewart (26829) [FA],26829,Terion Stewart,,74,
Isiah Pacheco (23371) [DET],23371,Isiah Pacheco,DET,75,
Tank Bigsby (23193) [PHI],23193,Tank Bigsby,PHI,76,
Jarquez Hunter (24990) [LAR],24990,Jarquez Hunter,LAR,77,
Jordan James (25903) [SF],25903,Jordan James,SF,78,
LeQuint Allen Jr. (25986) [JAX],25986,LeQuint Allen Jr.,JAX,79,
Chris Rodriguez Jr. (23237) [JAX],23237,Chris Rodriguez Jr.,JAX,80,
DJ Giddens (25900) [IND],25900,DJ Giddens,IND,81,
Kendre Miller (24238) [NO],24238,Kendre Miller,NO,82,
Will Shipley (25102) [PHI],25102,Will Shipley,PHI,83,
Brashard Smith (25899) [KC],25899,Brashard Smith,KC,84,
Adam Randall (26737) [BAL],26737,Adam Randall,BAL,85,
Robert Henry Jr. (26770) [WAS],26770,Robert Henry Jr.,WAS,86,
Joe Mixon (18858) [FA],18858,Joe Mixon,,87,
Najee Harris (21768) [FA],21768,Najee Harris,,88,
Kareem Hunt (18944) [FA],18944,Kareem Hunt,,89,
Nick Chubb (19798) [FA],19798,Nick Chubb,,90,
Tahj Brooks (25949) [CIN],25949,Tahj Brooks,CIN,91,
Le'Veon Moss (26832) [FA],26832,Le'Veon Moss,,92,
Jaydon Blue (26038) [DAL],26038,Jaydon Blue,DAL,93,
MarShawn Lloyd (23211) [GB],23211,MarShawn Lloyd,GB,94,
Damien Martinez (26029) [GB],26029,Damien Martinez,GB,95,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,WR Ranks,,,,
ID,SDIO,Name,Team,Rank,Comments
Ja'Marr Chase (22564) [CIN],22564,Ja'Marr Chase,CIN,1,
Puka Nacua (24172) [LAR],24172,Puka Nacua,LAR,2,
Jaxon Smith-Njigba (23157) [SEA],23157,Jaxon Smith-Njigba,SEA,3,
Malik Nabers (24953) [NYG],24953,Malik Nabers,NYG,4,
Amon-Ra St. Brown (22587) [DET],22587,Amon-Ra St. Brown,DET,5,
Justin Jefferson (21685) [MIN],21685,Justin Jefferson,MIN,6,
CeeDee Lamb (21679) [DAL],21679,CeeDee Lamb,DAL,7,
Drake London (23151) [ATL],23151,Drake London,ATL,8,
George Pickens (23153) [DAL],23153,George Pickens,DAL,9,
Tetairoa McMillan (26054) [CAR],26054,Tetairoa McMillan,CAR,10,
Garrett Wilson (23122) [NYJ],23122,Garrett Wilson,NYJ,11,
Carnell Tate (26752) [TEN],26752,Carnell Tate,TEN,12,
Chris Olave (22565) [NO],22565,Chris Olave,NO,13,
Emeka Egbuka (26092) [TB],26092,Emeka Egbuka,TB,14,
Rashee Rice (24120) [KC],24120,Rashee Rice,KC,15,
Jordyn Tyson (26751) [NO],26751,Jordyn Tyson,NO,16,
Nico Collins (21756) [HOU],21756,Nico Collins,HOU,17,
Zay Flowers (23120) [BAL],23120,Zay Flowers,BAL,18,
Luther Burden III (26044) [CHI],26044,Luther Burden III,CHI,19,
Makai Lemon (26748) [PHI],26748,Makai Lemon,PHI,20,
Ladd McConkey (25097) [LAC],25097,Ladd McConkey,LAC,21,
Tee Higgins (21690) [CIN],21690,Tee Higgins,CIN,22,
Jaylen Waddle (22598) [DEN],22598,Jaylen Waddle,DEN,23,
Jameson Williams (23234) [DET],23234,Jameson Williams,DET,24,
DeVonta Smith (21687) [PHI],21687,DeVonta Smith,PHI,25,
A.J. Brown (21042) [PHI],21042,A.J. Brown,PHI,26,
Rome Odunze (24977) [CHI],24977,Rome Odunze,CHI,27,
KC Concepcion (26762) [CLE],26762,KC Concepcion,CLE,28,
Brian Thomas Jr. (24933) [JAX],24933,Brian Thomas Jr.,JAX,29,
Marvin Harrison Jr. (24974) [ARI],24974,Marvin Harrison Jr.,ARI,30,
Christian Watson (23395) [GB],23395,Christian Watson,GB,31,
Davante Adams (16470) [LAR],16470,Davante Adams,LAR,32,
Parker Washington (24143) [JAX],24143,Parker Washington,JAX,33,
Travis Hunter (26056) [JAX],26056,Travis Hunter,JAX,34,
Jayden Higgins (26094) [HOU],26094,Jayden Higgins,HOU,35,
Mike Evans (16597) [SF],16597,Mike Evans,SF,36,
Alec Pierce (23232) [IND],23232,Alec Pierce,IND,37,
Terry McLaurin (20873) [WAS],20873,Terry McLaurin,WAS,38,
Omar Cooper Jr. (26760) [NYJ],26760,Omar Cooper Jr.,NYJ,39,
DJ Moore (19844) [BUF],19844,DJ Moore,BUF,40,
Matthew Golden (25922) [GB],25922,Matthew Golden,GB,41,
Jordan Addison (23162) [MIN],23162,Jordan Addison,MIN,42,
Michael Pittman Jr. (21744) [PIT],21744,Michael Pittman Jr.,PIT,43,
DK Metcalf (20875) [PIT],20875,DK Metcalf,PIT,44,
Denzel Boston (26747) [CLE],26747,Denzel Boston,CLE,45,
Wan'Dale Robinson (23170) [TEN],23170,Wan'Dale Robinson,TEN,46,
Josh Downs (24145) [IND],24145,Josh Downs,IND,47,
Brandon Aiyuk (21747) [SF],21747,Brandon Aiyuk,SF,48,
Elijah Sarratt (25892) [BAL],25892,Elijah Sarratt,BAL,49,
Quentin Johnston (24226) [LAC],24226,Quentin Johnston,LAC,50,
Jakobi Meyers (20876) [JAX],20876,Jakobi Meyers,JAX,51,
Romeo Doubs (23167) [NE],23167,Romeo Doubs,NE,52,
Ricky Pearsall (24982) [SF],24982,Ricky Pearsall,SF,53,
Jayden Reed (23233) [GB],23233,Jayden Reed,GB,54,
Chris Bell (26745) [MIA],26745,Chris Bell,MIA,55,
Chris Brazzell II (26731) [CAR],26731,Chris Brazzell II,CAR,56,
Germie Bernard (26750) [PIT],26750,Germie Bernard,PIT,57,
Courtland Sutton (19800) [DEN],19800,Courtland Sutton,DEN,58,
Xavier Worthy (24924) [KC],24924,Xavier Worthy,KC,59,
Khalil Shakir (23227) [BUF],23227,Khalil Shakir,BUF,60,
Jalen Coker (25122) [CAR],25122,Jalen Coker,CAR,61,
Jaylin Noel (25914) [HOU],25914,Jaylin Noel,HOU,62,
Kevin Coleman Jr. (28051) [MIA],28051,Kevin Coleman Jr.,MIA,63,
Antonio Williams (26859) [WAS],26859,Antonio Williams,WAS,64,
Malachi Fields (25935) [NYG],25935,Malachi Fields,NYG,65,
Zachariah Branch (26909) [ATL],26909,Zachariah Branch,ATL,66,
Brenen Thompson (26809) [LAC],26809,Brenen Thompson,LAC,67,
Michael Wilson (24173) [ARI],24173,Michael Wilson,ARI,68,
Jauan Jennings (21717) [MIN],21717,Jauan Jennings,MIN,69,
Kyle Williams (25912) [NE],25912,Kyle Williams,NE,70,
Tre' Harris (25925) [LAC],25925,Tre' Harris,LAC,71,
Jerry Jeudy (21692) [CLE],21692,Jerry Jeudy,CLE,72,
Chris Godwin Jr. (18880) [TB],18880,Chris Godwin Jr.,TB,73,
Tyreek Hill (18082) [FA],18082,Tyreek Hill,,74,
Ted Hurst (26807) [TB],26807,Ted Hurst,TB,75,
Deebo Samuel Sr. (20932) [FA],20932,Deebo Samuel Sr.,,76,
Stefon Diggs (16906) [FA],16906,Stefon Diggs,,77,
Rashid Shaheed (23729) [SEA],23729,Rashid Shaheed,SEA,78,
Jalen McMillan (25098) [TB],25098,Jalen McMillan,TB,79,
Skyler Bell (26799) [BUF],26799,Skyler Bell,BUF,80,
Ja'Kobi Lane (26746) [BAL],26746,Ja'Kobi Lane,BAL,81,
Kayshon Boutte (23121) [NE],23121,Kayshon Boutte,NE,82,
Pat Bryant (25975) [DEN],25975,Pat Bryant,DEN,83,
Troy Franklin (24973) [DEN],24973,Troy Franklin,DEN,84,
Eric McAlister (26798) [FA],26798,Eric McAlister,,85,
Adonai Mitchell (24954) [NYJ],24954,Adonai Mitchell,NYJ,86,
Elic Ayomanor (25964) [TEN],25964,Elic Ayomanor,TEN,87,
Chimere Dike (25987) [TEN],25987,Chimere Dike,TEN,88,
Tank Dell (24176) [HOU],24176,Tank Dell,HOU,89,
Keenan Allen (15076) [FA],15076,Keenan Allen,,90,
Christian Kirk (19815) [SF],19815,Christian Kirk,SF,91,
Tez Johnson (25934) [TB],25934,Tez Johnson,TB,92,
Tre Tucker (24177) [LV],24177,Tre Tucker,LV,93,
Bryce Lance (26852) [NO],26852,Bryce Lance,NO,94,
Tory Horton (24989) [SEA],24989,Tory Horton,SEA,95,
Isaac TeSlaa (26101) [DET],26101,Isaac TeSlaa,DET,96,
Jack Bech (25894) [LV],25894,Jack Bech,LV,97,
Keon Coleman (24964) [BUF],24964,Keon Coleman,BUF,98,
Calvin Ridley (19802) [TEN],19802,Calvin Ridley,TEN,99,
Dontayvion Wicks (23253) [PHI],23253,Dontayvion Wicks,PHI,100,
Marvin Mims Jr. (23165) [DEN],23165,Marvin Mims Jr.,DEN,101,
Darnell Mooney (21961) [NYG],21961,Darnell Mooney,NYG,102,
Cedric Tillman (24348) [CLE],24348,Cedric Tillman,CLE,103,
Xavier Legette (25003) [CAR],25003,Xavier Legette,CAR,104,
Rashod Bateman (22623) [BAL],22623,Rashod Bateman,BAL,105,
Eric Rivers Jr. (26846) [TB],26846,Eric Rivers Jr.,TB,106,
Malik Washington (25103) [MIA],25103,Malik Washington,MIA,107,
Deion Burks (25907) [IND],25907,Deion Burks,IND,108,
Cooper Kupp (18882) [SEA],18882,Cooper Kupp,SEA,109,
Hollywood Brown (21045) [PHI],21045,Hollywood Brown,PHI,110,
DeMario Douglas (24180) [NE],24180,DeMario Douglas,NE,111,
Roman Wilson (25039) [PIT],25039,Roman Wilson,PIT,112,
CJ Daniels (26849) [LAR],26849,CJ Daniels,LAR,113,
Jalen Royals (25911) [KC],25911,Jalen Royals,KC,114,
Isaiah Bond (26034) [CLE],26034,Isaiah Bond,CLE,115,
Savion Williams (26105) [GB],26105,Savion Williams,GB,116,
Luke McCaffrey (24987) [WAS],24987,Luke McCaffrey,WAS,117,
Dyami Brown (22686) [WAS],22686,Dyami Brown,WAS,118,
Dont'e Thornton Jr. (26102) [LV],26102,Dont'e Thornton Jr.,LV,119,
Reggie Virgil (26945) [ARI],26945,Reggie Virgil,ARI,120,
Darius Slayton (20943) [NYG],20943,Darius Slayton,NYG,121,
Jaylin Lane (25976) [WAS],25976,Jaylin Lane,WAS,122,
Keandre Lambert-Smith (26059) [LAC],26059,Keandre Lambert-Smith,LAC,123,
Jimmy Horn Jr. (25982) [CAR],25982,Jimmy Horn Jr.,CAR,124,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,TE Ranks,,,,
ID,SDIO,Name,Team,Rank,Comments
Brock Bowers (24943) [LV],24943,Brock Bowers,LV,1,
Trey McBride (23251) [ARI],23251,Trey McBride,ARI,2,
Colston Loveland (25869) [CHI],25869,Colston Loveland,CHI,3,
Tyler Warren (25874) [IND],25874,Tyler Warren,IND,4,
Sam LaPorta (23141) [DET],23141,Sam LaPorta,DET,5,
Harold Fannin Jr. (25870) [CLE],25870,Harold Fannin Jr.,CLE,6,
Kenyon Sadiq (26755) [NYJ],26755,Kenyon Sadiq,NYJ,7,
Tucker Kraft (24118) [GB],24118,Tucker Kraft,GB,8,
Oronde Gadsden (25876) [LAC],25876,Oronde Gadsden,LAC,9,
Eli Stowers (26757) [PHI],26757,Eli Stowers,PHI,10,
Kyle Pitts Sr. (22508) [ATL],22508,Kyle Pitts Sr.,ATL,11,
Dalton Kincaid (24102) [BUF],24102,Dalton Kincaid,BUF,12,
Jake Ferguson (23138) [DAL],23138,Jake Ferguson,DAL,13,
George Kittle (19063) [SF],19063,George Kittle,SF,14,
Isaiah Likely (23256) [NYG],23256,Isaiah Likely,NYG,15,
Dallas Goedert (19863) [PHI],19863,Dallas Goedert,PHI,16,
Brenton Strange (24223) [JAX],24223,Brenton Strange,JAX,17,
Oscar Delp (25971) [NO],25971,Oscar Delp,NO,18,
Max Klare (26753) [LAR],26753,Max Klare,LAR,19,
T.J. Hockenson (20805) [MIN],20805,T.J. Hockenson,MIN,20,
Sam Roush (26938) [CHI],26938,Sam Roush,CHI,21,
Eli Raridon (26863) [NE],26863,Eli Raridon,NE,22,
Justin Joly (26842) [DEN],26842,Justin Joly,DEN,23,
Jack Endries (26754) [CIN],26754,Jack Endries,CIN,24,
Michael Mayer (23140) [LV],23140,Michael Mayer,LV,25,
Terrance Ferguson (25970) [LAR],25970,Terrance Ferguson,LAR,26,
Juwan Johnson (21738) [NO],21738,Juwan Johnson,NO,27,
Hunter Henry (17975) [NE],17975,Hunter Henry,NE,28,
David Njoku (18876) [LAC],18876,David Njoku,LAC,29,
Mark Andrews (19803) [BAL],19803,Mark Andrews,BAL,30,
Mason Taylor (25963) [NYJ],25963,Mason Taylor,NYJ,31,
Travis Kelce (15048) [KC],15048,Travis Kelce,KC,32,
Dalton Schultz (19920) [HOU],19920,Dalton Schultz,HOU,33,
AJ Barner (25106) [SEA],25106,AJ Barner,SEA,34,
Tanner Koziol (26793) [JAX],26793,Tanner Koziol,JAX,35,
Marlin Klein (26925) [HOU],26925,Marlin Klein,HOU,36,
Michael Trigg (28066) [DAL],28066,Michael Trigg,DAL,37,
Dae'Quan Wright (26792) [PHI],26792,Dae'Quan Wright,PHI,38,
Joe Royer (26843) [CLE],26843,Joe Royer,CLE,39,
Theo Johnson (23142) [NYG],23142,Theo Johnson,NYG,40,
Elijah Arroyo (26032) [SEA],26032,Elijah Arroyo,SEA,41,
Colby Parkinson (21807) [LAR],21807,Colby Parkinson,LAR,42,
Gunnar Helm (25962) [TEN],25962,Gunnar Helm,TEN,43,
Cade Otton (23134) [TB],23134,Cade Otton,TB,44,
Pat Freiermuth (22507) [PIT],22507,Pat Freiermuth,PIT,45,
Chig Okonkwo (23489) [WAS],23489,Chig Okonkwo,WAS,46,
Evan Engram (18912) [DEN],18912,Evan Engram,DEN,47,
Jonnu Smith (18990) [FA],18990,Jonnu Smith,,48,
Ja'Tavion Sanders (24947) [CAR],24947,Ja'Tavion Sanders,CAR,49,
Cole Kmet (21772) [CHI],21772,Cole Kmet,CHI,50,
Luke Musgrave (24150) [GB],24150,Luke Musgrave,GB,51,
Ben Sinnott (24985) [WAS],24985,Ben Sinnott,WAS,52,
Noah Gray (21785) [KC],21785,Noah Gray,KC,53,
Mitchell Evans (25875) [CAR],25875,Mitchell Evans,CAR,54,
Zach Ertz (14856) [FA],14856,Zach Ertz,,55,
