Rico Dowdle (21952) [PIT],21952,Rico Dowdle,PIT,33,,RB33
Blake Corum (24116) [LAR],24116,Blake Corum,LAR,34,,RB34
Jonah Coleman (25886) [DEN],25886,Jonah Coleman,DEN,35,,RB35
J.K. Dobbins (21674) [DEN],21674,J.K. Dobbins,DEN,36,,RB36
Tony Pollard (20912) [TEN],20912,Tony Pollard,TEN,37,,RB37
Tyler Allgeier (23250) [ARI],23250,Tyler Allgeier,ARI,38,,RB38
Tyrone Tracy Jr. (25092) [NYG],25092,Tyrone Tracy Jr.,NYG,39,,RB39
Nicholas Singleton (27045) [TEN],27045,Nicholas Singleton,TEN,40,,RB40
Jordan Mason (23364) [MIN],23364,Jordan Mason,MIN,41,,RB41
Jonathon Brooks (24944) [CAR],24944,Jonathon Brooks,CAR,42,,RB42
Jacory Croskey-Merritt (26259) [WAS],26259,Jacory Croskey-Merritt,WAS,43,,RB43
Dylan Sampson (25889) [CLE],25889,Dylan Sampson,CLE,44,,RB44
Chris Rodriguez Jr. (23237) [JAX],23237,Chris Rodriguez Jr.,JAX,45,,RB45
Emmett Johnson (26835) [KC],26835,Emmett Johnson,KC,46,,RB46
Rachaad White (23217) [WAS],23217,Rachaad White,WAS,47,,RB47
Kenneth Gainwell (22562) [TB],22562,Kenneth Gainwell,TB,48,,RB48
Mike Washington Jr. (26932) [LV],26932,Mike Washington Jr.,LV,49,,RB49
Kaytron Allen (25939) [WAS],25939,Kaytron Allen,WAS,50,,RB50
Braelon Allen (24934) [NYJ],24934,Braelon Allen,NYJ,51,,RB51
Tyjae Spears (24123) [TEN],24123,Tyjae Spears,TEN,52,,RB52
Woody Marks (25942) [HOU],25942,Woody Marks,HOU,53,,RB53
Kimani Vidal (25079) [LAC],25079,Kimani Vidal,LAC,54,,RB54
Aaron Jones Sr. (19045) [MIN],19045,Aaron Jones Sr.,MIN,55,,RB55
Brian Robinson Jr. (23190) [ATL],23190,Brian Robinson Jr.,ATL,56,,RB56
Demond Claiborne (26764) [MIN],26764,Demond Claiborne,MIN,57,,RB57
Tank Bigsby (23193) [PHI],23193,Tank Bigsby,PHI,58,,RB58
Isiah Pacheco (23371) [DET],23371,Isiah Pacheco,DET,59,,RB59
Kaelon Black (26981) [SF],26981,Kaelon Black,SF,60,,RB60
Ollie Gordon II (25953) [MIA],25953,Ollie Gordon II,MIA,61,,RB61
James Conner (18983) [ARI],18983,James Conner,ARI,62,,RB62
Alvin Kamara (18878) [NO],18878,Alvin Kamara,NO,63,,RB63
Jordan James (25903) [SF],25903,Jordan James,SF,64,,RB64
Trey Benson (24292) [ARI],24292,Trey Benson,ARI,65,,RB65
Adam Randall (26737) [BAL],26737,Adam Randall,BAL,66,,RB66
Isaiah Davis (25064) [NYJ],25064,Isaiah Davis,NYJ,67,,RB67
Kaleb Johnson (26040) [PIT],26040,Kaleb Johnson,PIT,68,,RB68
Devin Neal (25888) [NO],25888,Devin Neal,NO,69,,RB69
Ray Davis (24980) [BUF],24980,Ray Davis,BUF,70,,RB70
Sean Tucker (24194) [TB],24194,Sean Tucker,TB,71,,RB71
Jarquez Hunter (24990) [LAR],24990,Jarquez Hunter,LAR,72,,RB72
Jaydon Blue (26038) [DAL],26038,Jaydon Blue,DAL,73,,RB73
Najee Harris (21768) [FA],21768,Najee Harris,,74,,RB74
DJ Giddens (25900) [IND],25900,DJ Giddens,IND,75,,RB75
Will Shipley (25102) [PHI],25102,Will Shipley,PHI,76,,RB76
Brashard Smith (25899) [KC],25899,Brashard Smith,KC,77,,RB77
LeQuint Allen Jr. (25986) [JAX],25986,LeQuint Allen Jr.,JAX,78,,RB78
J'Mari Taylor (26736) [JAX],26736,J'Mari Taylor,JAX,79,,RB79
Seth McGowan (26942) [IND],26942,Seth McGowan,IND,80,,RB80
Kendre Miller (24238) [NO],24238,Kendre Miller,NO,81,,RB81
Jaylen Wright (24923) [MIA],24923,Jaylen Wright,MIA,82,,RB82
Tahj Brooks (25949) [CIN],25949,Tahj Brooks,CIN,83,,RB83
MarShawn Lloyd (23211) [GB],23211,MarShawn Lloyd,GB,84,,RB84
Damien Martinez (26029) [GB],26029,Damien Martinez,GB,85,,RB85
Jaydn Ott (25891) [KC],25891,Jaydn Ott,KC,86,,RB86
Le'Veon Moss (26832) [FA],26832,Le'Veon Moss,,87,,RB87
Terion Stewart (26829) [FA],26829,Terion Stewart,,88,,RB88
Robert Henry Jr. (26770) [WAS],26770,Robert Henry Jr.,WAS,89,,RB89
Joe Mixon (18858) [FA],18858,Joe Mixon,,90,,RB90
Desmond Reid (26836) [BUF],26836,Desmond Reid,BUF,91,,RB91
Nick Chubb (19798) [FA],19798,Nick Chubb,,92,,RB92
Kareem Hunt (18944) [FA],18944,Kareem Hunt,,93,,RB93
,,,,,,RB
,,,,,,RB
,,,,,,RB
,,,,,,RB
,,,,,,RB
,,,,,,RB
,,,,,,RB
,,,,,,RB
,,,,,,
,WR Ranks,,,,,
ID,SDIO,Name,Team,Rank,Comments,
Ja'Marr Chase (22564) [CIN],22564,Ja'Marr Chase,CIN,1,,WR1
Jaxon Smith-Njigba (23157) [SEA],23157,Jaxon Smith-Njigba,SEA,2,,WR2
Puka Nacua (24172) [LAR],24172,Puka Nacua,LAR,3,,WR3
Justin Jefferson (21685) [MIN],21685,Justin Jefferson,MIN,4,,WR4
Amon-Ra St. Brown (22587) [DET],22587,Amon-Ra St. Brown,DET,5,,WR5
Malik Nabers (24953) [NYG],24953,Malik Nabers,NYG,6,,WR6
CeeDee Lamb (21679) [DAL],21679,CeeDee Lamb,DAL,7,,WR7
Drake London (23151) [ATL],23151,Drake London,ATL,8,,WR8
George Pickens (23153) [DAL],23153,George Pickens,DAL,9,,WR9
Emeka Egbuka (26092) [TB],26092,Emeka Egbuka,TB,10,,WR10
Tetairoa McMillan (26054) [CAR],26054,Tetairoa McMillan,CAR,11,,WR11
Chris Olave (22565) [NO],22565,Chris Olave,NO,12,,WR12
Nico Collins (21756) [HOU],21756,Nico Collins,HOU,13,,WR13
Carnell Tate (26752) [TEN],26752,Carnell Tate,TEN,14,,WR14
Garrett Wilson (23122) [NYJ],23122,Garrett Wilson,NYJ,15,,WR15
Rashee Rice (24120) [KC],24120,Rashee Rice,KC,16,,WR16
Zay Flowers (23120) [BAL],23120,Zay Flowers,BAL,17,,WR17
Jordyn Tyson (26751) [NO],26751,Jordyn Tyson,NO,18,,WR18
Tee Higgins (21690) [CIN],21690,Tee Higgins,CIN,19,,WR19
Luther Burden III (26044) [CHI],26044,Luther Burden III,CHI,20,,WR20
Jaylen Waddle (22598) [DEN],22598,Jaylen Waddle,DEN,21,,WR21
Jameson Williams (23234) [DET],23234,Jameson Williams,DET,22,,WR22
Rome Odunze (24977) [CHI],24977,Rome Odunze,CHI,23,,WR23
Ladd McConkey (25097) [LAC],25097,Ladd McConkey,LAC,24,,WR24
Makai Lemon (26748) [PHI],26748,Makai Lemon,PHI,25,,WR25
DeVonta Smith (21687) [PHI],21687,DeVonta Smith,PHI,26,,WR26
Brian Thomas Jr. (24933) [JAX],24933,Brian Thomas Jr.,JAX,27,,WR27
A.J. Brown (21042) [PHI],21042,A.J. Brown,PHI,28,,WR28
KC Concepcion (26762) [CLE],26762,KC Concepcion,CLE,29,,WR29
Christian Watson (23395) [GB],23395,Christian Watson,GB,30,,WR30
Marvin Harrison Jr. (24974) [ARI],24974,Marvin Harrison Jr.,ARI,31,,WR31
Jordan Addison (23162) [MIN],23162,Jordan Addison,MIN,32,,WR32
Alec Pierce (23232) [IND],23232,Alec Pierce,IND,33,,WR33
Terry McLaurin (20873) [WAS],20873,Terry McLaurin,WAS,34,,WR34
DJ Moore (19844) [BUF],19844,DJ Moore,BUF,35,,WR35
Michael Wilson (24173) [ARI],24173,Michael Wilson,ARI,36,,WR36
Omar Cooper Jr. (26760) [NYJ],26760,Omar Cooper Jr.,NYJ,37,,WR37
Davante Adams (16470) [LAR],16470,Davante Adams,LAR,38,,WR38
Quentin Johnston (24226) [LAC],24226,Quentin Johnston,LAC,39,,WR39
Parker Washington (24143) [JAX],24143,Parker Washington,JAX,40,,WR40
Michael Pittman Jr. (21744) [PIT],21744,Michael Pittman Jr.,PIT,41,,WR41
Denzel Boston (26747) [CLE],26747,Denzel Boston,CLE,42,,WR42
Ricky Pearsall (24982) [SF],24982,Ricky Pearsall,SF,43,,WR43
Matthew Golden (25922) [GB],25922,Matthew Golden,GB,44,,WR44
Jayden Higgins (26094) [HOU],26094,Jayden Higgins,HOU,45,,WR45
Jakobi Meyers (20876) [JAX],20876,Jakobi Meyers,JAX,46,,WR46
DK Metcalf (20875) [PIT],20875,DK Metcalf,PIT,47,,WR47
Wan'Dale Robinson (23170) [TEN],23170,Wan'Dale Robinson,TEN,48,,WR48
Mike Evans (16597) [SF],16597,Mike Evans,SF,49,,WR49
Courtland Sutton (19800) [DEN],19800,Courtland Sutton,DEN,50,,WR50
Xavier Worthy (24924) [KC],24924,Xavier Worthy,KC,51,,WR51
Josh Downs (24145) [IND],24145,Josh Downs,IND,52,,WR52
Chris Bell (26745) [MIA],26745,Chris Bell,MIA,53,,WR53
Antonio Williams (26859) [WAS],26859,Antonio Williams,WAS,54,,WR54
Jayden Reed (23233) [GB],23233,Jayden Reed,GB,55,,WR55
Travis Hunter (26056) [JAX],26056,Travis Hunter,JAX,56,,WR56
Jalen Coker (25122) [CAR],25122,Jalen Coker,CAR,57,,WR57
Romeo Doubs (23167) [NE],23167,Romeo Doubs,NE,58,,WR58
Chris Brazzell II (26731) [CAR],26731,Chris Brazzell II,CAR,59,,WR59
Brandon Aiyuk (21747) [SF],21747,Brandon Aiyuk,SF,60,,WR60
Khalil Shakir (23227) [BUF],23227,Khalil Shakir,BUF,61,,WR61
Chris Godwin Jr. (18880) [TB],18880,Chris Godwin Jr.,TB,62,,WR62
Germie Bernard (26750) [PIT],26750,Germie Bernard,PIT,63,,WR63
Jalen McMillan (25098) [TB],25098,Jalen McMillan,TB,64,,WR64
De'Zhaun Stribling (28053) [SF],28053,De'Zhaun Stribling,SF,65,,WR65
Ted Hurst (26807) [TB],26807,Ted Hurst,TB,66,,WR66
Jauan Jennings (21717) [MIN],21717,Jauan Jennings,MIN,67,,WR67
Zachariah Branch (26909) [ATL],26909,Zachariah Branch,ATL,68,,WR68
Stefon Diggs (16906) [FA],16906,Stefon Diggs,,69,,WR69
Jaylin Noel (25914) [HOU],25914,Jaylin Noel,HOU,70,,WR70
Isaac TeSlaa (26101) [DET],26101,Isaac TeSlaa,DET,71,,WR71
Troy Franklin (24973) [DEN],24973,Troy Franklin,DEN,72,,WR72
Rashid Shaheed (23729) [SEA],23729,Rashid Shaheed,SEA,73,,WR73
Kayshon Boutte (23121) [NE],23121,Kayshon Boutte,NE,74,,WR74
Chimere Dike (25987) [TEN],25987,Chimere Dike,TEN,75,,WR75
Tre' Harris (25925) [LAC],25925,Tre' Harris,LAC,76,,WR76
Deebo Samuel Sr. (20932) [FA],20932,Deebo Samuel Sr.,,77,,WR77
Elic Ayomanor (25964) [TEN],25964,Elic Ayomanor,TEN,78,,WR78
Kyle Williams (25912) [NE],25912,Kyle Williams,NE,79,,WR79
Tory Horton (24989) [SEA],24989,Tory Horton,SEA,80,,WR80
Jerry Jeudy (21692) [CLE],21692,Jerry Jeudy,CLE,81,,WR81
Adonai Mitchell (24954) [NYJ],24954,Adonai Mitchell,NYJ,82,,WR82
Malachi Fields (25935) [NYG],25935,Malachi Fields,NYG,83,,WR83
Pat Bryant (25975) [DEN],25975,Pat Bryant,DEN,84,,WR84
Elijah Sarratt (25892) [BAL],25892,Elijah Sarratt,BAL,85,,WR85
Keenan Allen (15076) [FA],15076,Keenan Allen,,86,,WR86
Tre Tucker (24177) [LV],24177,Tre Tucker,LV,87,,WR87
Skyler Bell (26799) [BUF],26799,Skyler Bell,BUF,88,,WR88
Ja'Kobi Lane (26746) [BAL],26746,Ja'Kobi Lane,BAL,89,,WR89
Jack Bech (25894) [LV],25894,Jack Bech,LV,90,,WR90
Keon Coleman (24964) [BUF],24964,Keon Coleman,BUF,91,,WR91
Calvin Ridley (19802) [TEN],19802,Calvin Ridley,TEN,92,,WR92
Tez Johnson (25934) [TB],25934,Tez Johnson,TB,93,,WR93
Tank Dell (24176) [HOU],24176,Tank Dell,HOU,94,,WR94
Dontayvion Wicks (23253) [PHI],23253,Dontayvion Wicks,PHI,95,,WR95
Marvin Mims Jr. (23165) [DEN],23165,Marvin Mims Jr.,DEN,96,,WR96
Darnell Mooney (21961) [NYG],21961,Darnell Mooney,NYG,97,,WR97
Bryce Lance (26852) [NO],26852,Bryce Lance,NO,98,,WR98
Cedric Tillman (24348) [CLE],24348,Cedric Tillman,CLE,99,,WR99
Christian Kirk (19815) [SF],19815,Christian Kirk,SF,100,,WR100
Xavier Legette (25003) [CAR],25003,Xavier Legette,CAR,101,,WR101
Malik Washington (25103) [MIA],25103,Malik Washington,MIA,102,,WR102
Isaiah Bond (26034) [CLE],26034,Isaiah Bond,CLE,103,,WR103
Hollywood Brown (21045) [PHI],21045,Hollywood Brown,PHI,104,,WR104
DeMario Douglas (24180) [NE],24180,DeMario Douglas,NE,105,,WR105
Roman Wilson (25039) [PIT],25039,Roman Wilson,PIT,106,,WR106
Rashod Bateman (22623) [BAL],22623,Rashod Bateman,BAL,107,,WR107
Jalen Royals (25911) [KC],25911,Jalen Royals,KC,108,,WR108
Tyreek Hill (18082) [FA],18082,Tyreek Hill,,109,,WR109
Savion Williams (26105) [GB],26105,Savion Williams,GB,110,,WR110
Luke McCaffrey (24987) [WAS],24987,Luke McCaffrey,WAS,111,,WR111
Dont'e Thornton Jr. (26102) [LV],26102,Dont'e Thornton Jr.,LV,112,,WR112
Darius Slayton (20943) [NYG],20943,Darius Slayton,NYG,113,,WR113
Jaylin Lane (25976) [WAS],25976,Jaylin Lane,WAS,114,,WR114
Dyami Brown (22686) [WAS],22686,Dyami Brown,WAS,115,,WR115
Keandre Lambert-Smith (26059) [LAC],26059,Keandre Lambert-Smith,LAC,116,,WR116
Jimmy Horn Jr. (25982) [CAR],25982,Jimmy Horn Jr.,CAR,117,,WR117
Kevin Coleman Jr. (28051) [MIA],28051,Kevin Coleman Jr.,MIA,118,,WR118
Deion Burks (25907) [IND],25907,Deion Burks,IND,119,,WR119
Eric McAlister (26798) [FA],26798,Eric McAlister,,120,,WR120
Brenen Thompson (26809) [LAC],26809,Brenen Thompson,LAC,121,,WR121
Eric Rivers Jr. (26846) [TB],26846,Eric Rivers Jr.,TB,122,,WR122
CJ Daniels (26849) [LAR],26849,CJ Daniels,LAR,123,,WR123
Reggie Virgil (26945) [ARI],26945,Reggie Virgil,ARI,124,,WR124
Cooper Kupp (18882) [SEA],18882,Cooper Kupp,SEA,125,,WR125
,,,,,,WR
,,,,,,WR
,,,,,,WR
,,,,,,WR
,,,,,,WR
,,,,,,WR
,,,,,,WR
,,,,,,WR
,,,,,,WR
,,,,,,WR
,,,,,,WR
,,,,,,WR
,,,,,,WR
,,,,,,WR
,,,,,,WR
,,,,,,WR
,,,,,,WR
,,,,,,WR
,,,,,,WR
,,,,,,WR
,,,,,,WR
,,,,,,WR
,,,,,,
,,,,,,
,,,,,,
,TE Ranks,,,,,
ID,SDIO,Name,Team,Rank,Comments,
Brock Bowers (24943) [LV],24943,Brock Bowers,LV,1,,TE1
Trey McBride (23251) [ARI],23251,Trey McBride,ARI,2,,TE2
Colston Loveland (25869) [CHI],25869,Colston Loveland,CHI,3,,TE3
Tyler Warren (25874) [IND],25874,Tyler Warren,IND,4,,TE4
Harold Fannin Jr. (25870) [CLE],25870,Harold Fannin Jr.,CLE,5,,TE5
Tucker Kraft (24118) [GB],24118,Tucker Kraft,GB,6,,TE6
Sam LaPorta (23141) [DET],23141,Sam LaPorta,DET,7,,TE7
Kyle Pitts Sr. (22508) [ATL],22508,Kyle Pitts Sr.,ATL,8,,TE8
Kenyon Sadiq (26755) [NYJ],26755,Kenyon Sadiq,NYJ,9,,TE9
Oronde Gadsden (25876) [LAC],25876,Oronde Gadsden,LAC,10,,TE10
Eli Stowers (26757) [PHI],26757,Eli Stowers,PHI,11,,TE11
Dalton Kincaid (24102) [BUF],24102,Dalton Kincaid,BUF,12,,TE12
Isaiah Likely (23256) [NYG],23256,Isaiah Likely,NYG,13,,TE13
Jake Ferguson (23138) [DAL],23138,Jake Ferguson,DAL,14,,TE14
George Kittle (19063) [SF],19063,George Kittle,SF,15,,TE15
Dallas Goedert (19863) [PHI],19863,Dallas Goedert,PHI,16,,TE16
Brenton Strange (24223) [JAX],24223,Brenton Strange,JAX,17,,TE17
T.J. Hockenson (20805) [MIN],20805,T.J. Hockenson,MIN,18,,TE18
Chig Okonkwo (23489) [WAS],23489,Chig Okonkwo,WAS,19,,TE19
Mark Andrews (19803) [BAL],19803,Mark Andrews,BAL,20,,TE20
Eli Raridon (26863) [NE],26863,Eli Raridon,NE,21,,TE21
Juwan Johnson (21738) [NO],21738,Juwan Johnson,NO,22,,TE22
Travis Kelce (15048) [KC],15048,Travis Kelce,KC,23,,TE23
Hunter Henry (17975) [NE],17975,Hunter Henry,NE,24,,TE24
Dalton Schultz (19920) [HOU],19920,Dalton Schultz,HOU,25,,TE25
Terrance Ferguson (25970) [LAR],25970,Terrance Ferguson,LAR,26,,TE26
AJ Barner (25106) [SEA],25106,AJ Barner,SEA,27,,TE27
Max Klare (26753) [LAR],26753,Max Klare,LAR,28,,TE28
Elijah Arroyo (26032) [SEA],26032,Elijah Arroyo,SEA,29,,TE29
Oscar Delp (25971) [NO],25971,Oscar Delp,NO,30,,TE30
Michael Mayer (23140) [LV],23140,Michael Mayer,LV,31,,TE31
Justin Joly (26842) [DEN],26842,Justin Joly,DEN,32,,TE32
Gunnar Helm (25962) [TEN],25962,Gunnar Helm,TEN,33,,TE33
Theo Johnson (23142) [NYG],23142,Theo Johnson,NYG,34,,TE34
Mason Taylor (25963) [NYJ],25963,Mason Taylor,NYJ,35,,TE35
David Njoku (18876) [LAC],18876,David Njoku,LAC,36,,TE36
Colby Parkinson (21807) [LAR],21807,Colby Parkinson,LAR,37,,TE37
Cade Otton (23134) [TB],23134,Cade Otton,TB,38,,TE38
Pat Freiermuth (22507) [PIT],22507,Pat Freiermuth,PIT,39,,TE39
Sam Roush (26938) [CHI],26938,Sam Roush,CHI,40,,TE40
Jack Endries (26754) [CIN],26754,Jack Endries,CIN,41,,TE41
Michael Trigg (28066) [DAL],28066,Michael Trigg,DAL,42,,TE42
Ja'Tavion Sanders (24947) [CAR],24947,Ja'Tavion Sanders,CAR,43,,TE43
Luke Musgrave (24150) [GB],24150,Luke Musgrave,GB,44,,TE44
Tanner Koziol (26793) [JAX],26793,Tanner Koziol,JAX,45,,TE45
Marlin Klein (26925) [HOU],26925,Marlin Klein,HOU,46,,TE46
Evan Engram (18912) [DEN],18912,Evan Engram,DEN,47,,TE47
Joe Royer (26843) [CLE],26843,Joe Royer,CLE,48,,TE48
Ben Sinnott (24985) [WAS],24985,Ben Sinnott,WAS,49,,TE49
Cole Kmet (21772) [CHI],21772,Cole Kmet,CHI,50,,TE50
Jonnu Smith (18990) [FA],18990,Jonnu Smith,,51,,TE51
Noah Gray (21785) [KC],21785,Noah Gray,KC,52,,TE52
Dae'Quan Wright (26792) [PHI],26792,Dae'Quan Wright,PHI,53,,TE53
Mitchell Evans (25875) [CAR],25875,Mitchell Evans,CAR,54,,TE54
Zach Ertz (14856) [FA],14856,Zach Ertz,,55,,TE55
,,,,,,TE
,,,,,,TE
,,,,,,TE
,,,,,,TE
,,,,,,TE
,,,,,,TE
,,,,,,TE
,,,,,,TE
,,,,,,TE
,,,,,,TE
,,,,,,TE
,,,,,,TE
,,,,,,TE
